postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
CR0 8RP,536449,165206,Unsurveyed/Urban,,The Beck,1680.0,Croydon
KT4 7QG,520200,165200,Planosols,,,1230.0,Kingston upon Thames
DA7 6BU,549686,175581,Unsurveyed/Urban,,River Cray,,
CT6 6QL,620240,168368,Unsurveyed/Urban,30.0,,,Canterbury
TW17 0WL,508007,167313,Unsurveyed/Urban,,,2520.0,Spelthorne
BA12 6FL,381740,131597,Stagnosols,,Shreen Water,940.0,Wiltshire
TN5 6UH,563481,132391,,,,2240.0,
SE24 9PW,532627,175039,Unsurveyed/Urban,30.0,River Thames,,Southwark
BH23 2ZX,415856,92673,Unsurveyed/Urban,0.0,Mill Stream,,"Bournemouth, Christchurch and Poole"
RH16 4YL,533300,123500,,70.0,,1580.0,
ME9 9TW,595379,162916,Luvisols,10.0,,1360.0,Swale
TR19 7HA,137167,31413,Histosols,120.0,,670.0,Cornwall
SE3 8LZ,542201,175960,Unsurveyed/Urban,,Quaggy River,,Greenwich
GU21 4WF,500740,158617,Unsurveyed/Urban,,Basingstoke Canal,1020.0,Woking
BR7 5HN,542844,170358,Unsurveyed/Urban,60.0,,,Bromley
GU51 1LE,480302,155156,,,,780.0,Hart
DA7 6HB,550079,176119,Unsurveyed/Urban,50.0,,1910.0,
SL6 9YX,489079,180680,,30.0,White Brook,1740.0,
SO3 4ST,448773,113588,,30.0,,,Eastleigh
ME5 8LW,577137,164551,Luvisols,,,4910.0,
PO22 9AT,492389,100854,Unsurveyed/Urban,10.0,,1210.0,Arun
BA1 4LB,372169,167274,,80.0,,800.0,
PO21 9AU,493770,99105,,,Aldingbourne Rife,,
GU7 1NH,498129,144511,Unsurveyed/Urban,40.0,River Wey,,Waverley
TN2 3XJ,559924,142133,,,,400.0,
BA1 2DT,374542,165399,Unsurveyed/Urban,50.0,,,Bath and North East Somerset
PO36 8AG,460085,84340,,,,810.0,Isle of Wight
TN21 8WG,558877,121543,Luvisols,170.0,,810.0,Wealden
DT2 9BE,353679,88790,Leptosols,80.0,River Bride,910.0,
BA9 9QA,371062,128496,Unsurveyed/Urban,,,430.0,
TN17 9EW,577605,136035,Luvisols,,Crane Brook,1600.0,Tunbridge Wells
TN23 4XW,600070,142088,,40.0,Great Stour,430.0,Ashford
BS16 2SP,364573,177111,,,River Frome,910.0,South Gloucestershire
SW16 1WD,530045,171870,Unsurveyed/Urban,50.0,,4050.0,Lambeth
BN3 3UF,529099,105474,Unsurveyed/Urban,30.0,River Adur,,Brighton and Hove
BH15 9FA,401109,90659,Unsurveyed/Urban,10.0,Little Channel,,
TA18 7ND,344127,110930,Cambisols,50.0,Gould's Brook,,South Somerset
KT10 9AE,515400,165700,Unsurveyed/Urban,,,740.0,Elmbridge
SO21 3BY,454610,142270,,120.0,,5230.0,
BS37 9WW,371389,182380,Unsurveyed/Urban,80.0,River Frome,,
GU21 5GZ,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,,Woking
ME12 3FR,594605,172265,Stagnosols,,,,Swale
PO10 8HL,476671,105765,,10.0,Ham Brook,1240.0,Chichester
ME2 3UG,570717,169535,Luvisols,80.0,,2600.0,
OX9 7DQ,469687,199674,,,Haseley Brook,130.0,South Oxfordshire
TA1 4DY,322451,124361,Unsurveyed/Urban,,Gaol Stream,100.0,Somerset West and Taunton
SE25 6ZA,533661,168470,,60.0,,2260.0,
TA22 9NF,293944,127711,,,River Haddeo,620.0,Somerset West and Taunton
TN21 8HN,558260,121511,,150.0,,2240.0,Wealden
BS40 7XN,351506,156992,Luvisols,,,,Mendip
PL11 2LW,243459,55143,,20.0,River Tamar,820.0,
TA1 9JL,322271,125483,,20.0,Mill Lease Stream,,Somerset West and Taunton
TR11 4NY,181589,32045,,,,1580.0,Cornwall
BN4 1AF,526200,105200,Unsurveyed/Urban,10.0,,2780.0,Brighton and Hove
PO21 2BX,493243,99508,Unsurveyed/Urban,,Aldingbourne Rife,1580.0,Arun
CT20 3TP,620041,135932,Unsurveyed/Urban,60.0,,1400.0,Folkestone and Hythe
BN52 9BH,529099,105474,Unsurveyed/Urban,30.0,River Adur,,Brighton and Hove
SO31 7GW,450019,110011,Planosols,10.0,River Hamble,,Fareham
SE10 9YS,540202,178646,Unsurveyed/Urban,10.0,,2960.0,Greenwich
RG11 3BJ,482512,166687,Luvisols,,,280.0,
SE17 9DR,532118,178403,Unsurveyed/Urban,10.0,,2400.0,Southwark
BN7 1AS,540702,110130,Unsurveyed/Urban,,Papermill Cut,880.0,Lewes
UB8 2WB,505009,183132,,30.0,River Colne,1320.0,Hillingdon
BS18 1SB,366009,167397,Unsurveyed/Urban,,,670.0,Bath and North East Somerset
W4 1ZT,520717,178385,Unsurveyed/Urban,10.0,,1580.0,Hounslow
CR9 6BU,533682,166322,Unsurveyed/Urban,60.0,,3290.0,
SE17 9DX,532118,178403,Unsurveyed/Urban,10.0,,2400.0,Southwark
BH12 3YJ,406189,93423,Podsols,50.0,,,"Bournemouth, Christchurch and Poole"
TA1 3XU,322267,125484,,20.0,Mill Lease Stream,,Somerset West and Taunton
BH21 1JQ,401020,100069,Unsurveyed/Urban,20.0,River Allen,,Dorset
TA7 8RL,334116,137623,,,King's Sedgemoor Drain,,
EX37 9ER,262955,117963,Cambisols,,,1080.0,North Devon
PL28 8NQ,188112,73710,Cambisols,50.0,,1030.0,
TW10 7YN,517053,171720,,10.0,River Thames,,
ME10 1JG,590076,163538,Unsurveyed/Urban,,,3870.0,
SO40 3XZ,435426,113919,Unsurveyed/Urban,10.0,,830.0,New Forest
TN2 9TP,546600,120788,,20.0,River Uck,140.0,
SE1 1XS,532693,180068,Unsurveyed/Urban,10.0,Upper Pool,1030.0,
BS99 5WR,360204,173429,,20.0,River Frome,820.0,"Bristol, City of"
DA12 5AG,565090,172537,,30.0,River Thames,2370.0,Gravesham
BN2 8WQ,536888,102381,Unsurveyed/Urban,,River Ouse,,
EX7 9JF,296235,76868,Cambisols,30.0,Dawlish Water,490.0,
GU32 1YH,468640,124206,Cambisols,170.0,River Meon,,
GU27 9FS,488979,132609,Podsols,130.0,,350.0,Waverley
ME3 8AN,578521,175607,Stagnosols,,,1070.0,
TA6 6WT,330074,134912,,,Stock Moor Rhyne,400.0,Sedgemoor
SW18 1DR,525820,174771,,10.0,River Wandle,,Wandsworth
RH15 8YZ,529752,118802,Planosols,30.0,,170.0,Mid Sussex
BA14 0ZW,385789,157986,,40.0,River Biss,520.0,
SO15 3GE,439999,113032,,10.0,Tanner's Brook,,
BS37 6HJ,372065,182127,Unsurveyed/Urban,90.0,River Frome,,South Gloucestershire
EX1 9JG,292653,92961,Unsurveyed/Urban,40.0,,1330.0,Exeter
ME8 8AH,579385,166161,Cambisols,,,4180.0,Medway
TA9 3BD,331590,147443,,10.0,River Brue,3240.0,Sedgemoor
BA2 4PF,375308,164200,,30.0,,1820.0,Bath and North East Somerset
BN9 7EH,540100,101200,Unsurveyed/Urban,30.0,,4220.0,
DT6 5LJ,347272,98445,Cambisols,30.0,,1440.0,
W4 3LJ,520030,177824,Unsurveyed/Urban,,River Thames,,Hounslow
RG27 8UY,476700,157000,,,,870.0,
UB7 0AY,505876,177723,Luvisols,,River Colne,2090.0,Hillingdon
BS18 3AA,368195,166632,Unsurveyed/Urban,60.0,River Avon,,
TN11 0HZ,563552,150381,Planosols,30.0,,,Tonbridge and Malling
BN99 9AB,517706,104201,,10.0,,1030.0,
BH10 7DG,408925,95716,Unsurveyed/Urban,20.0,,1470.0,"Bournemouth, Christchurch and Poole"
RG5 4RP,476855,174539,Unsurveyed/Urban,50.0,,1470.0,Wokingham
GU12 4XQ,486977,150005,,90.0,,1050.0,
TR18 4DW,147440,29956,Unsurveyed/Urban,,Larriggan River,840.0,Cornwall
PL5 4DZ,247006,59760,Unsurveyed/Urban,40.0,,500.0,Plymouth
TN16 1ZD,545452,154184,,110.0,,400.0,Sevenoaks
EX39 3RL,244511,126599,Unsurveyed/Urban,30.0,,,Torridge
SO1 3QP,439769,113267,Unsurveyed/Urban,10.0,Tanner's Brook,800.0,
BN14 7EG,513891,103389,Unsurveyed/Urban,10.0,,2350.0,
PO2 8PE,464542,103016,Unsurveyed/Urban,0.0,,1550.0,Portsmouth
RG24 8BQ,465674,154314,Planosols,,Petty's Brook,1480.0,Basingstoke and Deane
BN21 4HU,560956,98597,Unsurveyed/Urban,10.0,,2020.0,Eastbourne
RG14 7DB,447189,165961,Unsurveyed/Urban,100.0,,1190.0,West Berkshire
PO4 9DJ,466145,99206,Unsurveyed/Urban,10.0,Shut Lake,,Portsmouth
CR2 5NE,532000,160400,,,River Wandle,5630.0,Croydon
PO9 2AR,471692,106724,Unsurveyed/Urban,10.0,,700.0,
SW14 9DP,520531,175904,,,River Thames,920.0,Richmond upon Thames
CT5 1LA,610899,166932,,10.0,,2570.0,Canterbury
SE1 9WZ,533378,178838,,,Upper Pool,,Southwark
TW12 2FY,513447,169655,Unsurveyed/Urban,10.0,,1000.0,Richmond upon Thames
BH18 9YH,399707,95591,Unsurveyed/Urban,50.0,,,
SE3 8EX,541900,176700,,50.0,,2770.0,Greenwich
TN23 2QJ,600141,142029,Unsurveyed/Urban,,Great Stour,520.0,Ashford
GU27 2RR,490521,133119,Podsols,,,,Waverley
TN11 0DJ,563473,149969,Luvisols,,River Bourne,740.0,Tonbridge and Malling
TW5 9XS,513939,175863,Unsurveyed/Urban,20.0,River Crane,2230.0,
TW7 6SR,517054,177215,Unsurveyed/Urban,,,,
BN16 9SF,503071,101978,Unsurveyed/Urban,10.0,River Arun,800.0,
SN15 3QQ,392042,173675,Unsurveyed/Urban,60.0,,740.0,Wiltshire
DT11 8JY,393859,111027,Leptosols,70.0,The Tarrant,,Dorset
SO2 4FR,444702,114115,Unsurveyed/Urban,60.0,River Itchen,,Southampton
SO51 0NR,434297,126563,Leptosols,,River Test,,Test Valley
SO19 2FL,444728,111693,Unsurveyed/Urban,,River Itchen,1670.0,Southampton
KT16 0NU,502047,163659,Podsols,,,860.0,
SW20 8RL,523709,169636,Unsurveyed/Urban,20.0,,2510.0,Merton
KT1 1NP,518212,169316,Unsurveyed/Urban,,Hogsmill River,1150.0,Kingston upon Thames
BN16 3LU,504983,103033,,,,,Arun
CT20 3DA,620095,135084,Unsurveyed/Urban,10.0,Royal Military Canal,,Folkestone and Hythe
SW4 9HL,529026,174522,Unsurveyed/Urban,,River Thames,3290.0,Lambeth
RH19 1PA,537995,139117,Unsurveyed/Urban,110.0,Felbridge Water,1250.0,
PO38 2DH,450836,77084,Luvisols,110.0,,320.0,Isle of Wight
SW17 0TH,527162,170948,Unsurveyed/Urban,20.0,River Wandle,,Wandsworth
BA14 6RF,386630,161663,Cambisols,40.0,,240.0,Wiltshire
BS34 6EX,361488,181413,,60.0,Stoke Brook,,South Gloucestershire
SW9 0TS,530828,176241,,10.0,River Thames,3140.0,Lambeth
BS1 1XU,358664,172903,Unsurveyed/Urban,10.0,,760.0,
SE24 9YJ,532008,174437,Unsurveyed/Urban,20.0,,5290.0,
TN8 6JE,543941,147988,Unsurveyed/Urban,60.0,Kent Brook,,Sevenoaks
CT5 4WE,611096,166539,,10.0,,,Canterbury
BN2 4GL,532363,106424,Unsurveyed/Urban,30.0,,8820.0,Brighton and Hove
TQ1 2XA,292955,63613,,,,,Torbay
SO15 4HT,439097,113279,Unsurveyed/Urban,10.0,,200.0,Southampton
SW9 6FG,531442,176576,Unsurveyed/Urban,10.0,River Thames,3330.0,
TN39 5DY,573321,109560,Unsurveyed/Urban,50.0,Watermill Stream,2430.0,
TN2 5YW,559924,142133,Planosols,70.0,,,Tunbridge Wells
PL24 2PU,207921,54301,Cambisols,20.0,,,Cornwall
SP7 8NJ,386955,122702,Unsurveyed/Urban,200.0,River Nadder,2950.0,
BA12 9AY,387440,145108,Unsurveyed/Urban,,The Were,,Wiltshire
PO10 7YZ,474902,105976,Unsurveyed/Urban,40.0,,410.0,Havant
SO5 5RT,445568,118965,Unsurveyed/Urban,,,,Eastleigh
BS30 9UB,366108,170897,Unsurveyed/Urban,,Siston Brook,640.0,South Gloucestershire
BN9 9BQ,544714,101325,Unsurveyed/Urban,,River Ouse,240.0,Lewes
BA2 4NB,375697,163728,Unsurveyed/Urban,40.0,Kennet and Avon Canal,,Bath and North East Somerset
BS5 7BP,362079,174093,Unsurveyed/Urban,50.0,River Frome,,"Bristol, City of"
DT2 9UD,367960,94966,Leptosols,110.0,River Cerne,900.0,
CT8 8RQ,632709,170048,,10.0,,4950.0,Thanet
SE19 2HS,533915,170282,Unsurveyed/Urban,90.0,,2430.0,Bromley
PO20 1EH,488764,103794,Luvisols,10.0,,1360.0,Chichester
TN34 1TD,581230,109683,Unsurveyed/Urban,,,,
SO19 9QQ,445366,109923,Luvisols,20.0,,210.0,Southampton
SE26 6UG,534865,171020,Unsurveyed/Urban,60.0,,,Bromley
BS16 6QN,365304,177221,,,,1480.0,
UB3 2LG,509788,180948,Unsurveyed/Urban,40.0,Grand Union Canal,,
BS11 9TX,353214,176677,,,River Avon,,
BS23 1EN,332104,160524,Unsurveyed/Urban,10.0,Uphill Great Rhyne,,North Somerset
HA5 2QD,510293,189507,Unsurveyed/Urban,60.0,,2690.0,Hillingdon
SO4 3RS,435980,113524,,0.0,Bartley Water,1420.0,New Forest
BN41 2TF,524990,106813,Unsurveyed/Urban,50.0,West Arm,3100.0,
SP2 9LJ,412426,131193,Unsurveyed/Urban,80.0,,960.0,
RH15 9XS,529441,119365,Planosols,30.0,,490.0,Mid Sussex
SW19 6FZ,524321,170180,Unsurveyed/Urban,,River Wandle,3040.0,Merton
RG21 8WS,462324,153509,Unsurveyed/Urban,110.0,,1740.0,
EX4 4FJ,292082,92376,Unsurveyed/Urban,30.0,,,Exeter
TW10 7WS,517837,175249,Unsurveyed/Urban,10.0,,,
BN23 7QQ,563539,103379,Gleysols,,Mountney Sewer,450.0,Eastbourne
RG20 5NN,452931,158654,Planosols,110.0,,500.0,Basingstoke and Deane
SE12 8WX,542733,174310,,60.0,,,Greenwich
PO14 1QL,456054,105574,,,,,
TN16 3EZ,543944,159108,,,River Darent,4940.0,Bromley
GU16 6ZU,486025,159807,,,,420.0,Surrey Heath
BN7 1SH,540678,110166,Unsurveyed/Urban,,Papermill Cut,,
ME3 9ET,577633,172238,Luvisols,,,,Medway
CR4 2DS,528275,170256,Unsurveyed/Urban,,River Wandle,2500.0,Merton
BH19 1PJ,402834,79773,,20.0,,740.0,Dorset
BA11 5WZ,376700,148600,Cambisols,110.0,River Frome,,Mendip
TQ12 4QA,291598,70504,Cambisols,40.0,,,
RH77 1AF,528138,139315,Planosols,70.0,Gatwick Stream,,Crawley
CR0 5NJ,533166,164734,Unsurveyed/Urban,60.0,River Wandle,,Croydon
TQ9 6UQ,278800,61900,,30.0,Bidwell Brook,,
TR7 3DN,183031,62092,Unsurveyed/Urban,,,830.0,Cornwall
SN15 3RT,394771,171371,Stagnosols,60.0,,1170.0,Wiltshire
BH9 2PY,408415,94104,Unsurveyed/Urban,40.0,,,
TR20 8TJ,145194,29693,Cambisols,50.0,,,Cornwall
BN1 2WB,531040,104624,Unsurveyed/Urban,,River Adur,,Brighton and Hove
CR0 7JX,534573,165817,Unsurveyed/Urban,,,2970.0,Croydon
PL31 1JG,206736,66969,Unsurveyed/Urban,,,,Cornwall
BR3 3DF,537538,167427,Unsurveyed/Urban,,The Beck,1000.0,Bromley
OX49 5RP,470646,196857,,120.0,,1920.0,South Oxfordshire
SL6 2XG,489079,180680,Arenosols,30.0,,1740.0,
PL4 7YW,249400,55500,,30.0,River Plym,1520.0,Plymouth
HA4 8EE,510370,187892,Unsurveyed/Urban,,Yeading Brook,,Hillingdon
PL25 9HE,203781,52688,Gleysols,,,,
RH17 5WU,533131,124714,Unsurveyed/Urban,50.0,,,
BN12 6RT,511016,103522,Unsurveyed/Urban,,Ferring Rife,1160.0,Worthing
BA2 1RX,371966,164835,Unsurveyed/Urban,50.0,,1650.0,Bath and North East Somerset
PO15 5EA,453750,107210,Arenosols,30.0,,450.0,Fareham
PL6 8QF,251130,57789,Unsurveyed/Urban,,,430.0,
SP11 6JH,437750,149093,,100.0,River Anton,3220.0,
SO2 6LP,446922,111863,Unsurveyed/Urban,50.0,,2620.0,Southampton
BH15 3AY,401273,92481,,,,,"Bournemouth, Christchurch and Poole"
BR5 2JZ,546711,168728,Unsurveyed/Urban,50.0,River Cray,,Bromley
BR8 7YE,551292,169309,Unsurveyed/Urban,70.0,,2620.0,Sevenoaks
DA3 7DP,560884,168506,Unsurveyed/Urban,70.0,River Darent,,Sevenoaks
EX2 8GJ,291677,91211,,10.0,River Exe,720.0,Exeter
EX10 8JR,313168,87873,Unsurveyed/Urban,40.0,River Sid,,East Devon
BA15 1ZP,375350,164483,,20.0,River Avon,1780.0,Bath and North East Somerset
BN41 1EE,526216,104960,Unsurveyed/Urban,10.0,,,Brighton and Hove
BR3 4ET,536928,169373,,,The Beck,,
SW15 9GH,523857,175007,,,Beverley Brook,,
GU11 2HW,487500,153500,Unsurveyed/Urban,80.0,,,
DA14 5DW,547042,170483,,40.0,River Cray,560.0,
TR3 6EB,179161,43078,Stagnosols,80.0,,730.0,Cornwall
SE28 8PB,547843,180945,Unsurveyed/Urban,0.0,,300.0,
ME8 8LX,581848,165910,Unsurveyed/Urban,40.0,,4080.0,Medway
BN7 1UH,541424,109930,Unsurveyed/Urban,20.0,River Ouse,710.0,
TW1 3TN,516240,173174,Unsurveyed/Urban,10.0,,1790.0,Richmond upon Thames
DA7 4XW,548487,176085,Unsurveyed/Urban,50.0,,3070.0,
OX9 2EZ,469032,205229,,,Cuttle Brook,1050.0,South Oxfordshire
EX23 9NH,225466,105902,Cambisols,,,710.0,
UB10 9LA,506884,184381,Unsurveyed/Urban,,River Pinn,370.0,Hillingdon
RH4 1TH,517084,150357,Unsurveyed/Urban,50.0,,90.0,Mole Valley
BH23 7BB,415626,97110,Luvisols,,,1000.0,New Forest
CR0 4XB,530226,166531,,40.0,River Wandle,1410.0,
SO23 5DD,449331,130038,Unsurveyed/Urban,50.0,River Itchen,,Winchester
CT1 3PF,615566,156925,Unsurveyed/Urban,,,,
KT10 9ER,514181,163531,Unsurveyed/Urban,,,600.0,Elmbridge
SW19 3FG,524321,170180,,20.0,,3040.0,Merton
BH14 4DA,403680,91738,Unsurveyed/Urban,30.0,,2310.0,"Bournemouth, Christchurch and Poole"
BR3 5BU,537708,170382,Unsurveyed/Urban,,Ravensbourne River,,Bromley
SW4 9ZR,529353,175449,Unsurveyed/Urban,20.0,River Thames,3280.0,
UB3 9JW,510140,179496,Unsurveyed/Urban,30.0,,570.0,
SO1 1JA,442671,111962,Unsurveyed/Urban,10.0,,,Southampton
BS20 8DP,345118,176526,Unsurveyed/Urban,,,2470.0,North Somerset
UB4 0QJ,510247,181691,Unsurveyed/Urban,40.0,Yeading Brook,,Hillingdon
KT8 2HP,512589,167587,Unsurveyed/Urban,20.0,,470.0,Elmbridge
GU2 5AG,498651,150664,,,,1380.0,Guildford
RH5 5DE,519600,141700,,80.0,Beam Brook,,Mole Valley
SW17 9UX,527625,171548,,,River Wandle,1910.0,Wandsworth
SP5 5AX,389059,118525,Luvisols,240.0,,1820.0,Dorset
TN21 8HE,558307,121307,Luvisols,140.0,,1110.0,
RG4 5AT,472266,174707,,40.0,,630.0,
RG24 9DJ,464254,153978,Unsurveyed/Urban,,,1730.0,Basingstoke and Deane
TN27 9LX,584549,144671,Planosols,,River Sherway,640.0,Maidstone
SO21 2NF,442481,131881,,110.0,,6260.0,
TW13 6NW,512528,171759,,,,2810.0,Hounslow
BH12 9HY,406189,93423,,50.0,,340.0,"Bournemouth, Christchurch and Poole"
SW1P 2UP,529548,177433,Unsurveyed/Urban,0.0,River Thames,1430.0,
TQ7 1RL,273739,44341,Cambisols,,,550.0,South Hams
SW19 5NA,523675,171259,,50.0,,1760.0,Merton
TW20 0LU,500337,171200,Arenosols,,,1250.0,Runnymede
TW1 9HX,515984,173661,,10.0,,1450.0,
TN9 9QT,559913,145919,Unsurveyed/Urban,,,,Tonbridge and Malling
SW16 1JH,530013,172283,Unsurveyed/Urban,50.0,River Wandle,,Lambeth
GU5 0DR,500913,145718,Luvisols,,,380.0,Guildford
EX14 0UX,313892,106574,Luvisols,260.0,,1460.0,East Devon
SW11 3RX,526746,176088,,10.0,River Thames,520.0,Wandsworth
PO2 7NZ,465000,101400,Unsurveyed/Urban,10.0,,2410.0,Portsmouth
EX4 3PT,292161,92877,Unsurveyed/Urban,,River Exe,1160.0,Exeter
BR5 2LX,546278,168672,Unsurveyed/Urban,70.0,,,Bromley
KT10 8AY,513575,165993,Unsurveyed/Urban,10.0,River Mole,,Elmbridge
KT9 2PF,517700,162900,Cambisols,50.0,,1190.0,
TW2 7LH,514224,173585,Unsurveyed/Urban,20.0,,340.0,
BH2 5LP,408470,91198,Unsurveyed/Urban,10.0,,,"Bournemouth, Christchurch and Poole"
TR3 6EW,181338,41861,,,,,Cornwall
PO2 8HJ,464800,102300,,,,1840.0,Portsmouth
SE1 2HF,533091,180233,Unsurveyed/Urban,,Upper Pool,630.0,Southwark
SW9 7DW,531800,175700,Unsurveyed/Urban,20.0,River Thames,4190.0,
TW6 3HZ,507500,175700,Unsurveyed/Urban,20.0,River Colne,3170.0,
DA13 9JZ,563460,170308,Cambisols,60.0,River Thames,4640.0,
BN1 2XQ,531040,104624,Unsurveyed/Urban,30.0,River Adur,7560.0,
PO30 5QH,447402,89224,,,,1360.0,Isle of Wight
RH1 5AF,527844,147885,Planosols,60.0,,380.0,Reigate and Banstead
BS18 4XH,358358,159327,,70.0,,600.0,Bath and North East Somerset
HA4 9UX,511100,187500,Unsurveyed/Urban,50.0,Yeading Brook,,Hillingdon
SO18 4EG,444531,113298,Unsurveyed/Urban,,River Itchen,1130.0,
TA6 4HW,331339,136689,Unsurveyed/Urban,,Bridgwater and Taunton Canal,2580.0,Sedgemoor
RH10 0FS,526911,136846,Unsurveyed/Urban,70.0,Gatwick Stream,3070.0,
GU12 4FX,486560,150681,,90.0,,,Rushmoor
TQ9 6WA,278943,61438,,50.0,Bidwell Brook,770.0,South Hams
RG4 7BD,470425,175493,Unsurveyed/Urban,,River Thames,730.0,Reading
PO1 3HH,463701,100612,Unsurveyed/Urban,,,1340.0,Portsmouth
BH23 2JX,414902,93972,Unsurveyed/Urban,10.0,,790.0,"Bournemouth, Christchurch and Poole"
SW19 5AG,524151,172310,Unsurveyed/Urban,30.0,,,
RG27 9GE,472785,153914,,80.0,River Whitewater,,
SE22 8WS,533992,174568,,30.0,,4090.0,Southwark
TQ9 6SL,284818,57406,,,,450.0,South Hams
BS17 6DR,373157,181793,Unsurveyed/Urban,110.0,River Frome,,South Gloucestershire
GU31 4SR,475081,124089,,80.0,Tilmore Brook,,East Hampshire
EX7 9WA,295966,76636,Cambisols,10.0,,210.0,Teignbridge
RG24 7JA,466500,152000,,100.0,River Loddon,1010.0,Basingstoke and Deane
SO5 8PR,437200,121500,,30.0,,120.0,
KT21 9BE,518560,158066,,70.0,The Rye,2410.0,Mole Valley
TW16 6PF,510102,168971,Unsurveyed/Urban,20.0,,3010.0,
RG42 6BW,486932,171398,Planosols,,The Cut,,Bracknell Forest
DT2 8US,372639,86448,Leptosols,60.0,,,Dorset
ME13 0ET,599782,155845,Leptosols,80.0,,5680.0,Swale
TN15 8BB,560724,157282,Luvisols,,,260.0,
BH14 9BX,405106,92096,Unsurveyed/Urban,,,1880.0,
RH4 1LJ,517015,150073,Unsurveyed/Urban,50.0,Pipp Brook,,Mole Valley
PL34 0DU,205836,87866,,100.0,,720.0,
SN16 0JW,389811,184889,,90.0,,480.0,
BH20 7JH,385399,96645,Luvisols,,,3410.0,Dorset
BN21 4DE,559875,99669,Unsurveyed/Urban,,,,Eastbourne
KT18 5BA,520934,160353,Unsurveyed/Urban,50.0,,1710.0,Epsom and Ewell
BN50 9XQ,531040,104624,Unsurveyed/Urban,30.0,,,Brighton and Hove
BH22 8SG,408515,98030,,20.0,,950.0,Dorset
PO36 0ET,459152,86140,Luvisols,,River Yar,810.0,Isle of Wight
